Frase,Ação,Id do Elemento,Sentimento
recebo r 1 real da b3 por isso nao diretamente ne mas posso receber indiretamente se,B3,5,neutro
nesse grafico retirado da propria b3 e aqui eu vou dar um zoom maior na parte,B3,5,neutro
a ser muito benefico paraa b3 lembrando que a gente pode ter recorde de ipo em,B3,5,neutro
esteira ai de resultados para b3 e e por conta disso que eu vou pegar essa,B3,5,neutro
da corretora rico aberto hoje b3 ta caindo 2.1% entao vou ta comprando com descontinho ne,B3,5,positivo
que e minha posicao em b3 em 9.85 perceba inclusive que eu ja tenho bancos aqui,B3,6,neutro
atraves da minha exposicao a bradesco e a banco abc mas o banco que eu vou,Bradesco,6,neutro
prejuizo em h3 uma eletrica semig ta me dando prejuizo de 5 v 34% lembrando que,semig,6,negativo
v 34% lembrando que em semig ainda ha uma certa indefinicao daquela questao da federalizacao da,semig,6,negativo
uma possivel federalizacao e ai semig e um case que eu gosto bastante ta barato mas,semig,6,positivo
federal ela foi privatizada entao semig poderia ser uma nova eletrobras virar cabid de emprego e,semig,6,positivo
nos temos a posicao em b3 que e uma posicao que me da prejuizo ha algum,B3,6,negativo
exemplo esses 9530 e de bradesco que paga todo mes aqui no caso de janeiro de,Bradesco,6,neutro
slc uma boa parte do bradesco que nao pagou so aquele pouquinho do juros sobre capital,Bradesco,6,neutro
e uma parte aqui de b3 e para fechar aqui esse giro pela carteira vamos realmente,B3,6,neutro
como eu disse dois bancos bradesco e abc so que esses sao bancos voltados principalmente pro,Bradesco,6,neutro
quando a gente pensa em bradesco e abc e mais voltado para pequenas e medias empresas,Bradesco,6,neutro
mais contato um itau um bradesco um banco do brasil que sao bancos que vao fornecer,Bradesco,6,neutro
mais contato um itau um bradesco um banco do brasil que sao bancos que vao fornecer,banco do brasil,6,neutro
disse anteriormente quando comentei de b3 a minha expectativa e que nos tenhamos um mercado de,B3,6,neutro
na minha carteira que tirando b3 e uma carteira onde todas as empresas estao custando pelo,B3,6,neutro
de mais de 10% em petrobras e depois dessa queda comecaram a chegar varias perguntas do,Petrobras,7,negativo
bruno vale a pena comprar petrobras agora aproveitando esse entre aspas desconto nesse video o 15º,Petrobras,7,neutro
ponto pegando o resultado de petrobras e falando se eu acho ou nao que vale a,Petrobras,7,neutro
mes e falar tambem de petrobras vou lembrar que no dia 18/03 nos teros uma aula,Petrobras,7,neutro
barato do que tava antes b3 tambem apresentou o resultado com seu lucro em 916 milhoes,B3,7,positivo
janeiro criando uma concorrencia para b3 poxa mas a b3 nao e um monopolio na verdade,B3,7,neutro
para b3 poxa mas a b3 nao e um monopolio na verdade nao nao tem nada,B3,7,neutro
ninguem pode competir com a b3 que acontece que a b3 e um player dominante ja,B3,7,positivo
b3 que acontece que a b3 e um player dominante ja tivemos no brasil no passado,B3,7,positivo
a rever a tese de b3 mas por enquanto nada faria o bradesco tambem apresentou resultado,B3,7,neutro
"por enquanto nada faria o bradesco tambem apresentou resultado ele teve um lucro de 2,88 bilhoes",Bradesco,7,positivo
especifico comentando o resultado de bradesco falando se eu ia comprar mais se ia vender o,Bradesco,7,neutro
assistir tem bastante informacao de bradesco la btg pactual tambem mostrou seu resultado eu tenho btg,Bradesco,7,neutro
"uma alta anual de 6,4 sanepar tambem teve uma alta pequena de 4% no lucro ficou",Sanepar,7,positivo
video que eu gravei de bradesco eu deixei o card aqui eu aproveitei para fazer uma,Bradesco,7,neutro
esse valor e comprei em sanepar 11 o bruno mas voce nao acha que a situacao,Sanepar,7,neutro
e a parte financeira com b3 voce eu vou ver como e como e que estao,B3,7,neutro
prejuizos e o caso de bradesco e semig um prejuizo moderado aqui em btg pactual e,Bradesco,7,negativo
o caso de bradesco e semig um prejuizo moderado aqui em btg pactual e b3 com,semig,7,negativo
"aqui em btg pactual e b3 com 10,87 de prejuizo b3 talvez nunca tenha rodado no",B3,7,negativo
"b3 com 10,87 de prejuizo b3 talvez nunca tenha rodado no positivo desde que eu coloquei",B3,7,negativo
devido a forte queda de petrobras que compoe boa parte do indice se a gente soma,Petrobras,7,negativo
gente soma a participacao de petrobras 3 e 4 a gente chega a quase 12% do,Petrobras,7,neutro
a questao do resultado de petrobras para que voce possa entender no dia 7/03 ultima quinta-feira,Petrobras,7,neutro
no dia 7/03 ultima quinta-feira petrobras divulgou seus resultados relativos ao quarto trimestre e esse resultado,Petrobras,7,neutro
o fechamento do mercado contudo petrobras so foi divulgar no final da noite enquanto o resultado,Petrobras,7,neutro
questao envolvendo dividendos de que petrobras iria limitar a distribuicao de dividendos o resultado em si,Petrobras,7,neutro
"proposta do conselho de administracao petrobras quer distribuir r 14,2 bilhoes de reais acionistas sem nenhum",Petrobras,7,neutro
lembrar que em 2022 a petrobras foi a segunda empresa no mundo que mais pagou dividendos,Petrobras,7,positivo
sendo que muita gente comprou petrobras por conta dos seus dividendos robustos mas esse e so,Petrobras,7,neutro
olha exclusivamente o resultado de petrobras nao da para falar que o resultado foi ruim a,Petrobras,7,neutro
veja que o lucro de petrobras em 2023 ele foi o segundo maior da serie historica,Petrobras,7,positivo
lima com dinheiro saindo da petrobras sendo que pensando so em margem seria uma decisao que,Petrobras,7,neutro
tirando recomendacao de compra de petrobras apos a decepcao com essa ingerencia sobre os resultados ja,Petrobras,7,negativo
voce compra as acoes de petrobras ou elas permanecem fora da sua carteira olhando aqui os,Petrobras,7,neutro
que nos temos aqui em petrobras se a gente olha a margem liquida perceba que ela,Petrobras,7,neutro
"veja que o dividendo de petrobras ta em 19,95 ou seja quase 20% mas ai cabe",Petrobras,7,neutro
no futuro caso realmente a petrobras siga essa proposta do seu conselho de administracao isso nao,Petrobras,7,neutro
decidido ainda o presidente da petrobras jamp prates ele vai se encontrar com o presidente lula,Petrobras,7,neutro
no cargo de presidente da petrobras mas a especulacao nao se sabe se vai acontecer e,Petrobras,7,neutro
acredito que os resultados de petrobras tendem a piorar por conta de uma questao de mais,Petrobras,7,negativo
ate porque no preco que petrobras esta esse preco aceita muito desaforo eles podem alocar mal,Petrobras,7,negativo
lembrar que eu nao como petrobras nao e de hoje e no ano passado por exemplo,Petrobras,7,negativo
"no ano passado por exemplo petrobras subiu 94,4 por. entao ao escolher ficar de fora eu",Petrobras,7,negativo
conta da forte subida de petrobras que puxou o indice eu felizmente ganhei com a carteira,Petrobras,7,neutro
considero maluco tambem quem tem petrobras na carteira e so uma escolha individual que eu prefiro,Petrobras,7,neutro
por exemplo a previsao da bradesco asset eles esperavam uma seric terminal para 2024 abaixo de,Bradesco,8,neutro
ibovespa foi atribuida alta de petrobras cerca que de 35% da alta veio dessa empresa que,Petrobras,8,positivo
como e o caso da petrobras mas tambem empresas que nao sao mais estatais como e,Petrobras,8,neutro
pra presidencia da empresa na petrobras agora a gente viu a questao dos dividendos varios investidores,Petrobras,8,neutro
que nao ira acontecer a petrobras decidiu nao pagar dividendos extraordinarios de r 40 bilhoes de,Petrobras,8,neutro
tenho 11 posicoes em carteira sanepar banco abc bradesco transmissao paulista semig clabin b3 copasa btg,Sanepar,8,positivo
em carteira sanepar banco abc bradesco transmissao paulista semig clabin b3 copasa btg pactual eng e,Bradesco,8,positivo
banco abc bradesco transmissao paulista semig clabin b3 copasa btg pactual eng e slc agricola algumas,semig,8,neutro
bradesco transmissao paulista semig clabin b3 copasa btg pactual eng e slc agricola algumas com mais,B3,8,neutro
transmissao paulista semig clabin b3 copasa btg pactual eng e slc agricola algumas com mais peso,Copasa,8,neutro
commodities e financeiro posicao em b3 se eu vier aqui na parte de proventos descendo aqui,B3,8,neutro
pagamento de proventos do banco bradesco bradesco ele paga um pouquinho de juro sobre capital proprio,Bradesco,8,neutro
de proventos do banco bradesco bradesco ele paga um pouquinho de juro sobre capital proprio todo,Bradesco,8,neutro
6058 53 aqui viram de b3 bradesco e a maior parte de transmissao paulista que e,B3,8,positivo
53 aqui viram de b3 bradesco e a maior parte de transmissao paulista que e uma,Bradesco,8,positivo
a de maior prejuizo e b3 quase 17% depois tem btg que tem menos tempo de,B3,8,neutro
dividendo mas essa posicao em b3 aqui ela tem me incomodado e muita gente simplesmente olharia,B3,8,neutro
pensaria nao vou comprar mais b3 mas se a gente for nos indicadores de b3 eu,B3,8,neutro
gente for nos indicadores de b3 eu nao posso falar que b3 e uma empresa barata,B3,8,neutro
eu nao posso falar que b3 e uma empresa barata veja aqui por exemplo que o,B3,8,neutro
o que e interessante em b3 ela tem um bom crescimento de lucros e e uma,B3,8,positivo
dominante muitos ate falam que b3 e uma monopolista aqui no brasil so que nao e,B3,8,neutro
de restricao a competicao de b3 por imposicao governamental por exemplo nao e que nem uma,B3,8,neutro
nao e que nem uma semig que tem um monopolio em certas cidades em minas gerais,semig,8,neutro
bolsa para competir com a b3 aqui isso vai realmente acontecer olha eu nao sei ate,B3,8,neutro
eu vou optar por tirar b3 da minha carteira po bruno mas vai vender com prejuizo,B3,8,negativo
prejuizo que eu tive em b3 de 17% ele se torna um ativo porque quando eu,B3,8,negativo
de amanha ja poderia recomprar b3 provavelmente por um preco ligeiramente diferente para baixo ou para,B3,8,neutro
caso eu nao pretendo comprar b3 amanha simplesmente o que eu vou fazer e pensar naquilo,B3,8,neutro
acoes parte do dinheiro de b3 vai para uma nova compra so que nao todo eu,B3,8,neutro
e um ultimo ponto sobre b3 e que se o mercado de capitais vai bem ela,B3,8,neutro
pelo qual vou tirar a b3 da carteira voltando pro my profit agora para ver o,B3,8,negativo
e vou vender posicao em b3 ai no proximo episodio eu mostro para voces a locacao,B3,8,negativo
aqui ta acontecendo negociacao de b3 1177 1178 eu vou vender minha posicao la pelo my,B3,8,negativo
tenho em carteira nos tivemos bradesco divulgando o resultado com uma queda anual de lucro de,Bradesco,9,negativo
anteriores que eu gravei sobre bradesco o proprio co adiantou que a recuperacao nao seria rapida,Bradesco,9,neutro
as casas bahia junto com bradesco banco do brasil esses dois bancos possuem 66% do estoque,Bradesco,9,neutro
muito presente na asset do bradesco mais ou menos uns 500 milhoes la entao isso pode,Bradesco,9,positivo
tempao via principalmente itausa por bradesco mas agora nesse momento n e nem me ancorando em,Bradesco,9,neutro
vem um webside legal em bradesco embora se eu boto numa corrida assim ital ta bem,Bradesco,9,neutro
o recorde de rentabilidade enquanto bradesco f para tras agora pegando noticias ainda melhores ne tem,Bradesco,9,positivo
de outros dois nomes clabin semig que eu deixei por ultimo por conta nao apenas do,semig,9,neutro
fez a mesma coisa foi semig lembrando que as empresas do setor eletrico sao muito conhecidas,semig,9,neutro
ao longo do tempo e semig fez exatamente isso aprovou um pagamento de 3 bilhoes em,semig,9,neutro
clabin bonificou em 10% o semig bonificou em incriveis 30% foi ate engracado porque eu fico,semig,9,neutro
mandando o que houve com semig que caiu 30% a eu joguei rapido no google vi,semig,9,negativo
atras teve essa conversa de semig passar pro governo federal para bater divida do estado de,semig,9,negativo
com grafico normal o de semig ja ta ajustado o de clabin nao esta ainda em,semig,9,neutro
e ai no caso de semig dessa distribuicao de um pouco mais do que 3 bilhoes,semig,9,negativo
r$ 6000 de dividendos de semig e mais os 30% de bonificacao se eu tinha 100,semig,9,neutro
eu tenho 10 papeis hoje sanepar transmissao paulista semig bradesco banco abc clabin copasa eng btg,Sanepar,9,neutro
papeis hoje sanepar transmissao paulista semig bradesco banco abc clabin copasa eng btg pactual e slc,semig,9,neutro
hoje sanepar transmissao paulista semig bradesco banco abc clabin copasa eng btg pactual e slc agricola,Bradesco,9,neutro
semig bradesco banco abc clabin copasa eng btg pactual e slc agricola antes de entrar na,Copasa,9,neutro
de abril e a de semig foram r$ 700 que foram aqueles 30% de acoes novas,semig,9,neutro
o episodio 16 eu vendi b3 na minha carteira com prejuizo e muita gente fala poxa,B3,9,neutro
de prejuizo por conta da b3 inclusive na mesma tabela que voce vai ter que preencher,B3,9,neutro
aqui no nome da empresa semig ou clabin eu vou abrir uma aba especifica sobre elas,semig,9,neutro
preco medio que e justamente semig slc agricola btg e bradesco nenhum prejuizo muito grande outras,semig,9,neutro
semig slc agricola btg e bradesco nenhum prejuizo muito grande outras estao me dando bastante lucro,Bradesco,9,neutro
aqui varios pagamentos pequenininhos de bradesco porque paga mensalmente e seu oleo abril especificamente desse resultado,Bradesco,9,positivo
empresas de commodities supt escolheu petrobras colocamos petri 4 ne preferencial e vale trs em bancos,Petrobras,10,positivo
itube 4 e bbdc4 itai bradesco preferencial varejo e aqui foi onde eu vi o grande,Bradesco,10,neutro
colocou de alimentos e bebidas ambev acao abev 3 no segmento de saude ele colocou ria,Ambev,10,neutro
ambas so tem ordinarias energia equatorial e cpfl energia infraestrutura ccro3 e ecor rov vias ecor,Equatorial,10,neutro
"deu o melhor resultado foi petrobras sem contar dividendo a acao subiu 37,4 por. depois nos",Petrobras,10,positivo
"19,38 cpfl energia dia 7,69 equatorial 3.48 e total subindo 0.42 os outros nove nomes da",Equatorial,10,positivo
da vale alguns ja maiores bradesco com 18% lembrando que bradesco e um dos poucos nomes,Bradesco,10,neutro
bradesco com 18% lembrando que bradesco e um dos poucos nomes que eu tenho em comum,Bradesco,10,neutro
tambem tomei na cabeca com bradesco acho que foi o principal erro que eu cometi ano,Bradesco,10,negativo
o grande destaque ficou pra petrobras 34.9 dos dividendos distribuidos vieram dessa acao que tambem foi,Petrobras,10,positivo
ao longo do ano temos bradesco que como eu comentei foi um tombo mas felizmente eu,Bradesco,10,negativo
esperar os proximos resultados de bradesco para ver se eu continuo com ele na carteira ou,Bradesco,10,neutro
carteira ou seu troco temos semig caindo 4% mas aqui tambem a gente esta vendo so,semig,10,negativo
questao de ganho de capital semig pagou um bom dividendo deu uma boa bonificacao e temos,semig,10,positivo
carteira um banco abc um bradesco eles vao dar credito rural vao ajudar as empresas estruturar,Bradesco,10,neutro
"segunda maior ficando atras de sanepar ta com 12,42 2% da carteira depois vem o ivb",Sanepar,11,positivo
"o ivb 11 12,25 e semig que e a terceira maior com 11.56 depois disso prosseguimos",semig,11,positivo
com banca abc transmissao paulista bradesco copasa clabin eng e a menor posicao e o btg,Bradesco,11,neutro
banca abc transmissao paulista bradesco copasa clabin eng e a menor posicao e o btg pactual,Copasa,11,neutro
"melhor nome da carteira foi copasa ta subindo desde que entrou 38,8 por. depois banca abc",Copasa,11,positivo
"por. depois banca abc 30,28 sanepar 255,3 e la na ponto oposto os tres piores sao",Sanepar,11,neutro
"com 0,34 apenas de subida bradesco me dando um prejuizo de 8,23 por e btg pactual",Bradesco,11,negativo
amadurecer a tese e no bradesco nesse aqui voce errou ai eu concordo com voce eu,Bradesco,11,negativo
que porque eu tava entre bradesco e itau eu coloquei bradesco para dentro nao coloquei itau,Bradesco,11,negativo
bradesco e itau eu coloquei bradesco para dentro nao coloquei itau itau subiu muito mais bradesco,Bradesco,11,negativo
itau itau subiu muito mais bradesco fo para tras mas agora eu nao acho que se,Bradesco,11,neutro
acho que se eu trocar bradesco por itau vai ser tao bom negocio quanto se eu,Bradesco,11,negativo
porque acho que realmente o bradesco ta mais proximo daquele ponto da virada para voltar a,Bradesco,11,neutro
claramente eu me arrependo de bradesco se eu pudesse voltar no tempo teria trocado por itau,Bradesco,11,negativo
eu quiser nesse preco acharia bradesco atrativo po bruno sera que voce nao ta sendo vitima,Bradesco,11,neutro
ta ancorado na questao do bradesco nao quer sair itu a versao a perda porque ta,Bradesco,11,neutro
porque ta com prezos em bradesco eu vou falar que nao apesar de saber da existencia,Bradesco,11,neutro
ai quando eu olho para bradesco imaginando que eu nao tenho ele mas vendo os outros,Bradesco,11,neutro
proximo eu teria posicao em bradesco hoje eu me arrependo porque eu sei o que aconteceu,Bradesco,11,neutro
que comprar um desses bancos bradesco ou itau ou algum outro eu colocaria o bradesco na,Bradesco,11,neutro
algum outro eu colocaria o bradesco na carteira entao por isso que ele permanece aqui nao,Bradesco,11,neutro
as tres principais posicoes foram copasa dos dividendos 25% vieram del transmissao paulista 15.3 de dividendo,Copasa,11,positivo
abc com 14.6 vejam que bradesco nao fica tao atras mas vamos lembrar tambem que bradesco,Bradesco,11,neutro
mas vamos lembrar tambem que bradesco ja foi a maor posicao da carteira entao proporcionalmente deveria,Bradesco,11,neutro
gente vai ver que talvez sanepar de uma vez so tome essa posicao de principal pagadora,Sanepar,11,positivo
plataforma e agora comentando sobre sanepar a empresa estatal do estado do parana que trabalha com,Sanepar,11,neutro
bolada entao explicando para voces sanepar e uma empresa estatal do estado do parana e essa,Sanepar,11,neutro
e que durante anos a sanepar pagou esses impostos normalmente e agora em um periodo de,Sanepar,11,neutro
isso a gente porque compramos sanepar la atras por um preco inclusive bem mais baixo do,Sanepar,11,neutro
se eu ja gostava de sanepar agora tem um motivo a mais para continuar com ela,Sanepar,11,positivo
acao pn lembrando que na sanepar 11 a unit voce tem a fusao de acoes on,Sanepar,11,neutro
inclusive um video especifico de bradesco que parece que finalmente ta reagindo o brun entao voce,Bradesco,12,neutro
voce acertou na compra de bradesco na minha opiniao foi um erro que eu cometi na,Bradesco,12,negativo
vai e um pouco de bradesco paga todo mes uma das poucas acoes que fazem isso,Bradesco,12,neutro
a maior parte vindo de copasa e tambem um dividendo aqui significativo de clabin e ai,Copasa,12,positivo
lucros varias inclusive ne abc semig copasa sanepar aqui transmissao paulista um pouquinho acima seis as,semig,12,neutro
varias inclusive ne abc semig copasa sanepar aqui transmissao paulista um pouquinho acima seis as duas,Copasa,12,neutro
inclusive ne abc semig copasa sanepar aqui transmissao paulista um pouquinho acima seis as duas que,Sanepar,12,neutro
